,time_code,emotion_values.outofbreath,emotion_values.disgust,emotion_values.anger,emotion_values.cheekiness,emotion_values.grief,emotion_values.sadness,emotion_values.pain,emotion_values.joy,emotion_values.fear,emotion_values.amazement
0,0.03331249952316284,0.0,0.0,1.2811889064323623e-05,0.0,0.0,3.0111345040495507e-05,0.0,1.430207794328453e-05,0.0,0.0
1,0.06662499904632568,0.0,0.0,1.340977723884862e-05,0.0,0.0,3.1516541639575735e-05,0.0,1.4969507901696488e-05,0.0,0.0
2,0.10000000149011612,0.0,0.0,1.4386328075488564e-05,0.0,0.0,3.3811695175245404e-05,0.0,1.6059644622146152e-05,0.0,0.0
3,0.13331249356269836,0.0,0.0,1.5590741895721294e-05,0.0,0.0,3.6642384657170624e-05,0.0,1.740414518280886e-05,0.0,0.0
4,0.1666249930858612,0.0,0.0,1.6919935660553165e-05,0.0,0.0,3.976634252467193e-05,0.0,1.888794213300571e-05,0.0,0.0
5,0.20000000298023224,0.0,0.0,1.830406836234033e-05,0.0,0.0,4.3019426811952144e-05,0.0,2.043306994892191e-05,0.0,0.0
6,0.23331250250339508,0.0,0.0,1.9696413801284507e-05,0.0,0.0,4.6291806938825175e-05,0.0,2.1987363652442582e-05,0.0,0.0
7,0.26662498712539673,0.0,0.0,2.1066276531200856e-05,0.0,0.0,4.9511349061504006e-05,0.0,2.3516558940173127e-05,0.0,0.0
8,0.30000001192092896,0.0,0.0,2.2394055122276768e-05,0.0,0.0,5.263198181637563e-05,0.0,2.4998777007567696e-05,0.0,0.0
9,0.3333125114440918,0.0,0.0,2.3667782443226315e-05,0.0,0.0,5.56255727133248e-05,0.0,2.6420655558467843e-05,0.0,0.0
10,0.36662501096725464,0.0,0.0,2.4880720957298763e-05,0.0,0.0,5.8476296544540673e-05,0.0,2.7774674890679307e-05,0.0,0.0
11,0.4000000059604645,0.0,7.435758675455872e-07,2.5175557311740704e-05,0.0,0.0,6.0074107750551775e-05,0.0,2.896354089898523e-05,0.0,0.0
12,0.4333125054836273,0.0,1.9580832031351747e-06,2.486467383278068e-05,0.0,0.0,6.082138861529529e-05,0.0,3.0020730264368467e-05,0.0,0.0
13,0.46662500500679016,0.0,3.4559752748464234e-06,2.4164270143955946e-05,0.0,0.0,6.099804159021005e-05,0.0,3.0970746593084186e-05,0.0,0.0
14,0.499937504529953,0.0,5.109054654894862e-06,2.322338696103543e-05,0.0,0.0,6.079834929550998e-05,0.0,3.183174703735858e-05,0.0,0.0
15,0.5333124995231628,0.0,6.830460733908694e-06,2.214420965174213e-05,0.0,0.0,6.035678234184161e-05,0.0,3.261736492277123e-05,0.0,0.0
16,0.5666249990463257,0.0,8.562079528928734e-06,2.0996261810068972e-05,0.0,0.0,5.9766010963357985e-05,0.0,3.333802305860445e-05,0.0,0.0
17,0.6000000238418579,0.0,1.0265738637826871e-05,1.9826344214379787e-05,0.0,0.0,5.908958337386139e-05,0.0,3.400182686164044e-05,0.0,0.0
18,0.6333125233650208,0.0,1.1917056326637976e-05,1.8665472452994436e-05,0.0,0.0,5.837071148562245e-05,0.0,3.4615211916388944e-05,0.0,0.0
19,0.6666250228881836,0.0,1.3501153262041043e-05,1.7533728168928064e-05,0.0,0.0,5.76384954911191e-05,0.0,3.518338780850172e-05,0.0,0.0
20,0.699999988079071,0.0,1.5009649359853938e-05,1.6443644199171104e-05,0.0,0.0,5.69122021261137e-05,0.0,3.571065826690756e-05,0.0,0.0
21,0.7333124876022339,0.0,1.6438581951661035e-05,1.540258563181851e-05,0.0,0.0,5.6204309657914564e-05,0.0,3.6200664908392355e-05,0.0,0.0
22,0.7666249871253967,0.0,1.783694460755214e-05,1.4414373254112434e-05,0.0,0.0,5.6583932746434584e-05,0.0,3.6657718737842515e-05,0.0,0.0
23,0.800000011920929,0.0,1.9187365978723392e-05,1.3480454981618095e-05,0.0,0.0,5.7666486100060865e-05,0.0,3.7084089854033664e-05,0.0,0.0
24,0.8333125114440918,0.0,2.047945963568054e-05,1.2600686204677913e-05,0.0,0.0,5.918663373449817e-05,0.0,3.7481899198610336e-05,0.0,0.0
25,0.8666250109672546,0.0,2.1707601263187826e-05,1.1773890037147794e-05,0.0,0.0,6.096226934459992e-05,0.0,3.785308581427671e-05,0.0,0.0
26,0.8999375104904175,0.0,2.2869398890179582e-05,1.0998238394677173e-05,0.0,0.0,6.286931602517143e-05,0.0,3.819946141447872e-05,0.0,0.0
27,0.9333124756813049,0.0,2.3964617867022753e-05,1.0271514838677831e-05,0.0,0.0,6.482406752184033e-05,0.0,3.852269219351001e-05,0.0,0.0
28,0.9666249752044678,0.0,2.499442962289322e-05,9.591291927790735e-06,0.0,0.0,6.677090277662501e-05,0.0,3.882433884427883e-05,0.0,0.0
