,time_code,emotion_values.outofbreath,emotion_values.disgust,emotion_values.anger,emotion_values.cheekiness,emotion_values.grief,emotion_values.sadness,emotion_values.pain,emotion_values.joy,emotion_values.fear,emotion_values.amazement
0,0.03331249952316284,0.0,0.0005252824048511684,0.0,0.0,0.0,0.00014175301475916058,0.0,0.06708662211894989,0.0,0.0
1,0.06662499904632568,0.0,0.0005497955717146397,0.0,0.0,0.0,0.00014836815535090864,0.0,0.0702173262834549,0.0,0.0
2,0.10000000149011612,0.0,0.0005898337694816291,0.0,0.0,0.0,0.0001591728942003101,0.0,0.07533081620931625,0.0,0.0
3,0.13331249356269836,0.0,0.0006392142386175692,0.0,0.0,0.0,0.00017249872325919569,0.0,0.08163745701313019,0.0,0.0
4,0.1666249930858612,0.0,0.0006937106372788548,0.0,0.0,0.0,0.00018720515072345734,0.0,0.08859749138355255,0.0,0.0
5,0.20000000298023224,0.0,0.0007504596142098308,0.0,0.0,0.0,0.00020251946989446878,0.0,0.09584519267082214,0.0,0.0
6,0.23331250250339508,0.0,0.0008075452642515302,0.0,0.0,0.0,0.00021792463667225093,0.0,0.10313590615987778,0.0,0.0
7,0.26662498712539673,0.0,0.0008637091377750039,0.0,0.0,0.0,0.00023308105301111937,0.0,0.11030889302492142,0.0,0.0
8,0.30000001192092896,0.0,0.0009181475033983588,0.0,0.0,0.0,0.0002477718226145953,0.0,0.11726149916648865,0.0,0.0
9,0.3333125114440918,0.0,0.0009703697287477553,0.0,0.0,0.0,0.00026186456670984626,0.0,0.12393108755350113,0.0,0.0
10,0.36662501096725464,0.0,0.0010200997348874807,0.0,0.0,0.0,0.0002752847212832421,0.0,0.13028237223625183,0.0,0.0
11,0.4000000059604645,0.0,0.0010329713113605976,7.833560289327579e-07,0.0,0.0,0.00027854685322381556,0.0,0.13182717561721802,0.0,0.0
12,0.4333125054836273,0.0,0.0010215046349912882,2.062837438643328e-06,0.0,0.0,0.00027510718791745603,0.0,0.13020086288452148,0.0,0.0
13,0.46662500500679016,0.0,0.0009943663608282804,3.640864861154114e-06,0.0,0.0,0.0002673577982932329,0.0,0.12653528153896332,0.0,0.0
14,0.499937504529953,0.0,0.00095753202913329,5.382381459639873e-06,0.0,0.0,0.0002569476782809943,0.0,0.12161067873239517,0.0,0.0
15,0.5333124995231628,0.0,0.0009150996338576078,7.1958806984184776e-06,0.0,0.0,0.0002450074825901538,0.0,0.11596201360225677,0.0,0.0
16,0.5666249990463257,0.0,0.0008698584279045463,9.020138350024354e-06,0.0,0.0,0.00023230638180393726,0.0,0.10995326191186905,0.0,0.0
17,0.6000000238418579,0.0,0.0008236870053224266,1.081493974197656e-05,0.0,0.0,0.00021936220582574606,0.0,0.10382943600416183,0.0,0.0
18,0.6333125233650208,0.0,0.0007778313010931015,1.2554602108139079e-05,0.0,0.0,0.0002065180888166651,0.0,0.0977528989315033,0.0,0.0
19,0.6666250228881836,0.0,0.0007330988883040845,1.4223443940863945e-05,0.0,0.0,0.00019399623852223158,0.0,0.09182879328727722,0.0,0.0
20,0.699999988079071,0.0,0.0006899950676597655,1.5812642232049257e-05,0.0,0.0,0.00018193537835031748,0.0,0.08612275123596191,0.0,0.0
21,0.7333124876022339,0.0,0.000648817396722734,1.7318021491519175e-05,0.0,0.0,0.0001704169117147103,0.0,0.08067329227924347,0.0,0.0
22,0.7666249871253967,0.0,0.000628370326012373,1.7955175280803815e-05,0.0,0.0,0.000294790806947276,0.0,0.07550962269306183,0.0,0.0
23,0.800000011920929,0.0,0.0006218763301149011,1.8012344298767857e-05,0.0,0.0,0.0005054601933807135,0.0,0.07063594460487366,0.0,0.0
24,0.8333125114440918,0.0,0.0006246280972845852,1.7689448213786818e-05,0.0,0.0,0.0007682960131205618,0.0,0.06604919582605362,0.0,0.0
25,0.8666250109672546,0.0,0.0006333654746413231,1.7124701116699725e-05,0.0,0.0,0.0010599571978673339,0.0,0.06174163892865181,0.0,0.0
26,0.8999375104904175,0.0,0.0006458387360908091,1.641323797230143e-05,0.0,0.0,0.0013646174920722842,0.0,0.05770264193415642,0.0,0.0
27,0.9333124756813049,0.0,0.0006605032249353826,1.5620151316397823e-05,0.0,0.0,0.0016716774553060532,0.0,0.05391988530755043,0.0,0.0
28,0.9666249752044678,0.0,0.0006763060227967799,1.478959802625468e-05,0.0,0.0,0.0019741642754524946,0.0,0.05038019269704819,0.0,0.0
