,time_code,emotion_values.outofbreath,emotion_values.disgust,emotion_values.anger,emotion_values.cheekiness,emotion_values.grief,emotion_values.sadness,emotion_values.pain,emotion_values.fear,emotion_values.joy,emotion_values.amazement
14,0.499937504529953,0.0,7.453617581631988e-05,0.0,0.0,0.0,0.04118044674396515,0.0,0.16296006739139557,4.343737964518368e-05,0.0
15,0.5333124995231628,0.0,7.484379602828994e-05,0.0,0.0,0.0,0.05505548045039177,0.0,0.15538740158081055,4.4323052861727774e-05,0.0
16,0.5666249990463257,0.0,7.497949991375208e-05,0.0,0.0,0.0,0.0690128281712532,0.0,0.14733217656612396,4.511766746873036e-05,0.0
17,0.6000000238418579,0.0,7.500015635741875e-05,0.0,0.0,0.0,0.08274479955434799,0.0,0.13912279903888702,4.5836903154850006e-05,0.0
18,0.6333125233650208,0.0,7.494523742934689e-05,0.0,0.0,0.0,0.09605489671230316,0.0,0.1309768706560135,4.6492503315676004e-05,0.0
19,0.6666250228881836,0.0,7.484204979846254e-05,0.0,0.0,0.0,0.10882317274808884,0.0,0.12303533405065536,4.709341374109499e-05,0.0
20,0.699999988079071,0.0,7.470938726328313e-05,0.0,0.0,0.0,0.1209820806980133,0.0,0.11538615822792053,4.7646582970628515e-05,0.0
21,0.7333124876022339,0.0,7.456011371687055e-05,0.0,0.0,0.0,0.13249969482421875,0.0,0.10808097571134567,4.8157489800360054e-05,0.0
22,0.7666249871253967,0.0,0.006067497190088034,0.0,0.0,0.0,0.13737577199935913,0.0,0.1011466309428215,4.9106132792076096e-05,0.0
23,0.800000011920929,0.0,0.01585605926811695,0.0,0.0,0.0,0.1378152072429657,0.0,0.09459326416254044,5.0321796152275056e-05,0.0
24,0.8333125114440918,0.0,0.027928659692406654,0.0,0.0,0.0,0.13534724712371826,0.0,0.08841986209154129,5.1687591621885076e-05,0.0
25,0.8666250109672546,0.0,0.04125203937292099,0.0,0.0,0.0,0.1310291290283203,0.0,0.08261818438768387,5.3124163969187066e-05,0.0
26,0.8999375104904175,0.0,0.0551261380314827,0.0,0.0,0.0,0.12558862566947937,0.0,0.07717537879943848,5.457824590848759e-05,0.0
27,0.9333124756813049,0.0,0.06908255070447922,0.0,0.0,0.0,0.11952362209558487,0.0,0.07207591086626053,5.601468001259491e-05,0.0
28,0.9666249752044678,0.0,0.08281362056732178,0.0,0.0,0.0,0.11317191272974014,0.0,0.06730274111032486,5.741085988120176e-05,0.0
29,1.0,0.0,0.09612283855676651,0.0,0.0,0.0,0.1067599430680275,0.0,0.06283821165561676,5.875281567568891e-05,0.0
30,1.0333125591278076,0.0,0.10889025777578354,0.0,0.0,0.0,0.10043682157993317,0.0,0.05866462364792824,6.003251110087149e-05,0.0
31,1.0666249990463257,0.0,0.12104836851358414,0.0,0.0,0.0,0.09429822862148285,0.0,0.05476459115743637,6.124593346612528e-05,0.0
32,1.100000023841858,0.0,0.1325652152299881,0.0,0.0,0.0,0.08840295672416687,0.0,0.05112127587199211,6.239178037503734e-05,0.0
33,1.133312463760376,0.0,0.1434333473443985,0.0,0.0,0.0,0.08278457075357437,0.0,0.04771854728460312,6.292601028690115e-05,0.0
34,1.1666250228881836,0.0,0.15366029739379883,0.0,0.0,0.0,0.07745944708585739,0.0,0.04454106464982033,6.304995622485876e-05,0.0
35,1.2000000476837158,0.0,0.16326378285884857,0.0,0.0,0.0,0.07243242114782333,0.0,0.04157428443431854,6.290336750680581e-05,0.0
36,1.2333124876022339,0.0,0.172267884016037,0.0,0.0,0.0,0.06770069897174835,0.0,0.03880450129508972,6.258297071326524e-05,0.0
37,1.2666250467300415,0.0,0.18070030212402344,0.0,0.0,0.0,0.06325653940439224,0.0,0.03621882572770119,6.215542816789821e-05,0.0
38,1.2999999523162842,0.0,0.18859060108661652,0.0,0.0,0.0,0.05908913537859917,0.0,0.03380513936281204,6.166642560856417e-05,0.0
39,1.3333125114440918,0.0,0.1959688514471054,0.0,0.0,0.0,0.05518589913845062,0.0,0.03155209496617317,6.114705320214853e-05,0.0
40,1.3666249513626099,0.0,0.20286501944065094,0.0,0.0,0.0,0.05153331160545349,0.0,0.029449060559272766,6.0618225688813254e-05,0.0
41,1.399999976158142,0.0,0.20930831134319305,0.0,0.0,0.0,0.048117537051439285,0.0,0.027486098930239677,6.009380012983456e-05,0.0
42,1.4333125352859497,0.0,0.21532687544822693,0.0,0.0,0.0,0.0449247881770134,0.0,0.025653908029198647,5.9582740504993126e-05,0.0
43,1.4666249752044678,0.0,0.22094754874706268,0.0,0.0,0.0,0.04194161295890808,0.0,0.02394379861652851,5.9090623835800216e-05,0.0
44,1.4999375343322754,0.0,0.2261953204870224,0.0,0.0,0.0,0.039155274629592896,0.0,0.022347649559378624,5.8605273807188496e-05,0.0
45,1.5333125591278076,0.0,0.23109452426433563,0.0,0.0,0.0,0.036553263664245605,0.0,0.020857879891991615,5.8134050050284714e-05,0.0
46,1.5666249990463257,0.0,0.23566797375679016,0.0,0.0,0.0,0.03412371873855591,0.0,0.01946740597486496,5.768147457274608e-05,0.0
47,1.600000023841858,0.0,0.23993715643882751,0.0,0.0,0.0,0.03185544162988663,0.0,0.018169617280364037,5.725014125346206e-05,0.0
48,1.633312463760376,0.0,0.2439221739768982,0.0,0.0,0.0,0.029737891629338264,0.0,0.016958333551883698,5.6841305195121095e-05,0.0
49,1.6666250228881836,0.0,0.24764180183410645,0.0,0.0,0.0,0.027761168777942657,0.0,0.01582779735326767,5.645535566145554e-05,0.0
50,1.7000000476837158,0.0,0.2511136829853058,0.0,0.0,0.0,0.02591598778963089,0.0,0.014772621914744377,5.609207073575817e-05,0.0
51,1.7333124876022339,0.0,0.25435423851013184,0.0,0.0,0.0,0.024193650111556053,0.0,0.013787790201604366,5.575085015152581e-05,0.0
52,1.7666250467300415,0.0,0.25737887620925903,0.0,0.0,0.0,0.022586015984416008,0.0,0.01286860927939415,5.543088263948448e-05,0.0
53,1.7999999523162842,0.0,0.26020196080207825,0.0,0.0,0.0,0.021085476502776146,0.0,0.012010706588625908,5.513119322131388e-05,0.0
54,1.8333125114440918,0.0,0.26283687353134155,0.0,0.0,0.0,0.019684914499521255,0.0,0.011209996417164803,5.485074871103279e-05,0.0
55,1.8666249513626099,0.0,0.26529648900032043,0.0,0.0,0.0,0.018377546221017838,0.0,0.010462665930390358,5.4567692131968215e-05,0.0
56,1.8999375104904175,0.0,0.2675924599170685,0.0,0.0,0.0,0.017157211899757385,0.0,0.009765156544744968,5.428859367384575e-05,0.0
57,1.9333125352859497,0.0,0.26973551511764526,0.0,0.0,0.0,0.01601814664900303,0.0,0.00911414809525013,5.4017658840166405e-05,0.0
58,1.9666249752044678,0.0,0.2717358469963074,0.0,0.0,0.0,0.014954956248402596,0.0,0.008506538346409798,5.375747787184082e-05,0.0
59,2.0,0.0,0.2736029326915741,0.0,0.0,0.0,0.013962604105472565,0.0,0.007939436472952366,5.3509531426243484e-05,0.0
60,2.0333125591278076,0.0,0.2753455936908722,0.0,0.0,0.0,0.013036378659307957,0.0,0.007410141173750162,5.327452890924178e-05,0.0
61,2.0666251182556152,0.0,0.27697211503982544,0.0,0.0,0.0,0.012171882204711437,0.0,0.006916132289916277,5.305268496158533e-05,0.0
62,2.0999999046325684,0.0,0.27849024534225464,0.0,0.0,0.0,0.011365002952516079,0.0,0.006455056369304657,5.284387952997349e-05,0.0
63,2.133312463760376,0.0,0.2799071967601776,0.0,0.0,0.0,0.010611905716359615,0.0,0.0060247196815907955,5.26477670064196e-05,0.0
64,2.1666250228881836,0.0,0.2812296748161316,0.0,0.0,0.0,0.009909006766974926,0.0,0.005623071454465389,5.246386717772111e-05,0.0
65,2.200000047683716,0.0,0.28246402740478516,0.0,0.0,0.0,0.00925296451896429,0.0,0.00524820014834404,5.2291627071099356e-05,0.0
66,2.2333126068115234,0.0,0.28361600637435913,1.1712461400747998e-06,0.0,0.0,0.008640427142381668,0.0,0.004898319952189922,5.11332655150909e-05,0.0
67,2.266624927520752,0.0,0.28469112515449524,3.084281388510135e-06,0.0,0.0,0.008068565279245377,0.0,0.004571765195578337,4.9353799113305286e-05,0.0
68,2.299999952316284,0.0,0.28569453954696655,5.443691406981088e-06,0.0,0.0,0.007534715346992016,0.0,0.0042669810354709625,4.7204139264067635e-05,0.0
69,2.333312511444092,0.0,0.2866310179233551,8.047545634326525e-06,0.0,0.0,0.007036376744508743,0.0,0.003982515539973974,4.485561294131912e-05,0.0
70,2.3666250705718994,0.0,0.28750506043434143,1.075902400771156e-05,0.0,0.0,0.0065712048672139645,0.0,0.003717014566063881,4.242412614985369e-05,0.0
71,2.4000000953674316,0.0,0.2883208096027374,1.3486589523381554e-05,0.0,0.0,0.00613700645044446,0.0,0.0034692136105149984,3.998707688879222e-05,0.0
72,2.43331241607666,0.0,0.2890821397304535,1.6170113667612895e-05,0.0,0.0,0.005731726996600628,0.0,0.003237932687625289,3.759512765100226e-05,0.0
73,2.4666249752044678,0.0,0.2897927165031433,1.8771193936117925e-05,0.0,0.0,0.005353447515517473,0.0,0.0030220705084502697,3.5280485462863e-05,0.0
74,2.4999375343322754,0.0,0.2904559373855591,2.1266389012453146e-05,0.0,0.0,0.005000373348593712,0.0,0.002820599125698209,3.3062642614822835e-05,0.0
75,2.5333125591278076,0.0,0.2910749316215515,2.3642498490517028e-05,0.0,0.0,0.004670828115195036,0.0,0.0026325592771172523,3.095240026596002e-05,0.0
76,2.5666251182556152,0.0,0.291652649641037,2.5893288693623617e-05,0.0,0.0,0.0043632457964122295,0.0,0.002457055263221264,2.895465695473831e-05,0.0
77,2.5999999046325684,0.0,0.28714871406555176,2.6845940737985075e-05,0.0,0.0,0.00529220886528492,0.0,0.0022932516876608133,0.0008762850775383413,0.0
78,2.633312463760376,0.0,0.2794148027896881,2.6931420507025905e-05,0.0,0.0,0.007010468747466803,0.0,0.0021403683349490166,0.002261563204228878,0.0
79,2.6666250228881836,0.0,0.26972535252571106,2.6448638891451992e-05,0.0,0.0,0.009210037998855114,0.0,0.001997677143663168,0.003970595076680183,0.0
80,2.700000047683716,0.0,0.2589520812034607,2.5604249458410777e-05,0.0,0.0,0.01168007031083107,0.0,0.0018644985975697637,0.005856964737176895,0.0
81,2.7333126068115234,0.0,0.24768614768981934,2.454049354128074e-05,0.0,0.0,0.01427740603685379,0.0,0.0017401986988261342,0.007821468636393547,0.0
82,2.766624927520752,0.0,0.23632368445396423,2.3354697987088002e-05,0.0,0.0,0.01690596528351307,0.0,0.0016241854755207896,0.009797729551792145,0.0
83,2.799999952316284,0.0,0.22512541711330414,2.2112884835223667e-05,0.0,0.0,0.01950235106050968,0.0,0.0015159065369516611,0.011742147617042065,0.0
84,2.833312511444092,0.0,0.2142583578824997,2.0859310097876005e-05,0.0,0.0,0.02202579192817211,0.0,0.0014148460468277335,0.01362687163054943,0.0
85,2.8666250705718994,0.0,0.20382502675056458,1.9623121261247434e-05,0.0,0.0,0.024451104924082756,0.0,0.001320522977039218,0.015434903092682362,0.0
86,2.899937391281128,0.0,0.1938837319612503,1.8423015717417002e-05,0.0,0.0,0.026763802394270897,0.0,0.0012324880808591843,0.01715666614472866,0.0
87,2.93331241607666,0.0,0.1844627410173416,1.727048584143631e-05,0.0,0.0,0.028956672176718712,0.0,0.0011503222631290555,0.018787631765007973,0.0
88,2.9666249752044678,0.0,0.17787906527519226,0.0018729203147813678,0.0,0.0,0.029810212552547455,0.0,0.0010736341355368495,0.019770974293351173,0.0
89,3.0,0.0,0.1732807606458664,0.004904568195343018,0.0,0.0,0.029771655797958374,0.0,0.0010020585032179952,0.020311536267399788,0.0
90,3.0333125591278076,0.0,0.1700715273618698,0.008643901906907558,0.0,0.0,0.029151033610105515,0.0,0.0009352546185255051,0.020552000030875206,0.0
91,3.0666251182556152,0.0,0.16783399879932404,0.012770802713930607,0.0,0.0,0.02816253900527954,0.0,0.0008729042601771653,0.02059159427881241,0.0
92,3.0999999046325684,0.0,0.16627609729766846,0.017068376764655113,0.0,0.0,0.026953471824526787,0.0,0.0008147106855176389,0.020499158650636673,0.0
93,3.133312463760376,0.0,0.1651933640241623,0.021391505375504494,0.0,0.0,0.025624478235840797,0.0,0.0007603966514579952,0.020322313532233238,0.0
94,3.1666250228881836,0.0,0.16444271802902222,0.025644870474934578,0.0,0.0,0.024243712425231934,0.0,0.0007097035413607955,0.020093858242034912,0.0
95,3.200000047683716,0.0,0.16392405331134796,0.029767584055662155,0.0,0.0,0.022856738418340683,0.0,0.0006623899680562317,0.01983625255525112,0.0
96,3.2333126068115234,0.0,0.16356731951236725,0.03372248634696007,0.0,0.0,0.021493446081876755,0.0,0.0006182306096889079,0.019564755260944366,0.0
97,3.266624927520752,0.0,0.1633235216140747,0.037488654255867004,0.0,0.0,0.02017289400100708,0.0,0.0005770152783952653,0.019289612770080566,0.0
98,3.299999952316284,0.0,0.1631583869457245,0.04105619341135025,0.0,0.0,0.018906675279140472,0.0,0.0005385475815273821,0.01901758834719658,0.0
