name,value,timestamp
JawOpen,0.003947477787733078,0.0
MouthSmileLeft,0.06712540239095688,0.0
MouthSmileRight,0.07620900869369507,0.0
EyeBlinkLeft,0.0057872748002409935,0.0
EyeBlinkRight,0.006620726082473993,0.0
JawOpen,0.019298255443572998,33.333333333333336
MouthSmileLeft,0.06110715493559837,33.333333333333336
MouthSmileRight,0.06989949941635132,33.333333333333336
EyeBlinkLeft,0.003923404961824417,33.333333333333336
EyeBlinkRight,0.004560350440442562,33.333333333333336
JawOpen,0.02674405835568905,66.66666666666667
MouthSmileLeft,0.05230093002319336,66.66666666666667
MouthSmileRight,0.0617595911026001,66.66666666666667
EyeBlinkLeft,0.004193068947643042,66.66666666666667
EyeBlinkRight,0.004849645774811506,66.66666666666667
JawOpen,0.03388097137212753,100.0
MouthSmileLeft,0.0518735907971859,100.0
MouthSmileRight,0.06157800555229187,100.0
EyeBlinkLeft,0.004606150556355715,100.0
EyeBlinkRight,0.005294250790029764,100.0
JawOpen,0.014746168628334999,133.33333333333334
MouthSmileLeft,0.060417499393224716,133.33333333333334
MouthSmileRight,0.07014889270067215,133.33333333333334
EyeBlinkLeft,0.004568951204419136,133.33333333333334
EyeBlinkRight,0.005191042087972164,133.33333333333334
JawOpen,0.0,166.66666666666666
MouthSmileLeft,0.07371876388788223,166.66666666666666
MouthSmileRight,0.0829729214310646,166.66666666666666
EyeBlinkLeft,0.005294657777994871,166.66666666666666
EyeBlinkRight,0.005936965346336365,166.66666666666666
JawOpen,0.0,200.0
MouthSmileLeft,0.08411987125873566,200.0
MouthSmileRight,0.09371673315763474,200.0
EyeBlinkLeft,0.004759587813168764,200.0
EyeBlinkRight,0.005393607076257467,200.0
JawOpen,0.0,233.33333333333334
MouthSmileLeft,0.08451906591653824,233.33333333333334
MouthSmileRight,0.09293479472398758,233.33333333333334
EyeBlinkLeft,0.0042578731663525105,233.33333333333334
EyeBlinkRight,0.004888033494353294,233.33333333333334
JawOpen,0.0,266.6666666666667
MouthSmileLeft,0.07424008101224899,266.6666666666667
MouthSmileRight,0.08243589103221893,266.6666666666667
EyeBlinkLeft,0.004471620079129934,266.6666666666667
EyeBlinkRight,0.005087565630674362,266.6666666666667
JawOpen,0.0,300.0
MouthSmileLeft,0.0801377072930336,300.0
MouthSmileRight,0.09175124764442444,300.0
EyeBlinkLeft,0.004172869026660919,300.0
EyeBlinkRight,0.004755176603794098,300.0
JawOpen,0.0,333.3333333333333
MouthSmileLeft,0.07111172378063202,333.3333333333333
MouthSmileRight,0.08401086926460266,333.3333333333333
EyeBlinkLeft,0.003629002021625638,333.3333333333333
EyeBlinkRight,0.004130801185965538,333.3333333333333
JawOpen,0.0020195343531668186,366.66666666666663
MouthSmileLeft,0.029065702110528946,366.66666666666663
MouthSmileRight,0.04130883142352104,366.66666666666663
EyeBlinkLeft,0.0032573589123785496,366.66666666666663
EyeBlinkRight,0.003738491330295801,366.66666666666663
JawOpen,0.06926827877759933,400.0
MouthSmileLeft,0.03588614985346794,400.0
MouthSmileRight,0.04396568983793259,400.0
EyeBlinkLeft,0.003146435134112835,400.0
EyeBlinkRight,0.0036577610298991203,400.0
JawOpen,0.09972120821475983,433.33333333333337
MouthSmileLeft,0.04017059877514839,433.33333333333337
MouthSmileRight,0.04612429067492485,433.33333333333337
EyeBlinkLeft,0.004280987661331892,433.33333333333337
EyeBlinkRight,0.004841225687414408,433.33333333333337
JawOpen,0.1088583916425705,466.6666666666667
MouthSmileLeft,0.03383253142237663,466.6666666666667
MouthSmileRight,0.03809954598546028,466.6666666666667
EyeBlinkLeft,0.005764770321547985,466.6666666666667
EyeBlinkRight,0.0063604493625462055,466.6666666666667
JawOpen,0.11899222433567047,500.0
MouthSmileLeft,0.046250469982624054,500.0
MouthSmileRight,0.05228821560740471,500.0
EyeBlinkLeft,0.007208703551441431,500.0
EyeBlinkRight,0.007821956649422646,500.0
JawOpen,0.13881075382232666,533.3333333333334
MouthSmileLeft,0.07427217066287994,533.3333333333334
MouthSmileRight,0.07945764809846878,533.3333333333334
EyeBlinkLeft,0.008448155596852303,533.3333333333334
EyeBlinkRight,0.009145943447947502,533.3333333333334
JawOpen,0.12375941872596741,566.6666666666666
MouthSmileLeft,0.07305964827537537,566.6666666666666
MouthSmileRight,0.07643163204193115,566.6666666666666
EyeBlinkLeft,0.009367300197482109,566.6666666666666
EyeBlinkRight,0.01007465273141861,566.6666666666666
JawOpen,0.09873172640800476,600.0
MouthSmileLeft,0.07687883824110031,600.0
MouthSmileRight,0.0793473944067955,600.0
EyeBlinkLeft,0.010241835378110409,600.0
EyeBlinkRight,0.010967893525958061,600.0
JawOpen,0.06917035579681396,633.3333333333333
MouthSmileLeft,0.07111701369285583,633.3333333333333
MouthSmileRight,0.0733725056052208,633.3333333333333
EyeBlinkLeft,0.011317098513245583,633.3333333333333
