,time_code,emotion_values.outofbreath,emotion_values.disgust,emotion_values.anger,emotion_values.grief,emotion_values.cheekiness,emotion_values.sadness,emotion_values.pain,emotion_values.joy,emotion_values.fear,emotion_values.amazement
0,0.03331249952316284,0.0,0.0,0.007944428361952305,0.0,0.0,0.005506233312189579,0.0,0.007223760709166527,0.0,0.0
1,0.06662499904632568,0.0,0.0,0.00831516832113266,0.0,0.0,0.0057631912641227245,0.0,0.007560869678854942,0.0,0.0
2,0.10000000149011612,0.0,0.0,0.008920710533857346,0.0,0.0,0.006182888988405466,0.0,0.008111480623483658,0.0,0.0
3,0.13331249356269836,0.0,0.0,0.009667545557022095,0.0,0.0,0.006700515281409025,0.0,0.008790568448603153,0.0,0.0
4,0.1666249930858612,0.0,0.0,0.010491755791008472,0.0,0.0,0.007271769922226667,0.0,0.009540011174976826,0.0,0.0
5,0.20000000298023224,0.0,0.0,0.01135003287345171,0.0,0.0,0.007866636849939823,0.0,0.010320430621504784,0.0,0.0
6,0.23331250250339508,0.0,0.0,0.01221340149641037,0.0,0.0,0.00846503209322691,0.0,0.011105479672551155,0.0,0.0
7,0.26662498712539673,0.0,0.0,0.013062829151749611,0.0,0.0,0.009053765796124935,0.0,0.01187785342335701,0.0,0.0
8,0.30000001192092896,0.0,0.0,0.013886161148548126,0.0,0.0,0.009624412283301353,0.0,0.012626498006284237,0.0,0.0
9,0.3333125114440918,0.0,0.0,0.01467597670853138,0.0,0.0,0.010171828791499138,0.0,0.013344666920602322,0.0,0.0
10,0.36662501096725464,0.0,0.0,0.015428097918629646,0.0,0.0,0.010693119838833809,0.0,0.014028561301529408,0.0,0.0
11,0.4000000059604645,0.0,0.0,0.015612528659403324,0.0,0.0,0.010819833725690842,0.0,0.014209873043000698,1.7295933503191918e-06,0.0
12,0.4333125054836273,0.0,0.0,0.015422379598021507,0.0,0.0,0.010686224326491356,0.0,0.01405920460820198,4.554595761874225e-06,0.0
13,0.46662500500679016,0.0,0.0,0.014991308562457561,0.0,0.0,0.010385207831859589,0.0,0.01369465608149767,8.038766281970311e-06,0.0
14,0.499937504529953,0.0,0.0,0.01441145595163107,0.0,0.0,0.009980838745832443,0.0,0.013197662308812141,1.188390888273716e-05,0.0
15,0.5333124995231628,0.0,0.0,0.013745996169745922,0.0,0.0,0.009517034515738487,0.0,0.012624080292880535,1.5887982954154722e-05,0.0
16,0.5666249990463257,0.0,0.0,0.013037917204201221,0.0,0.0,0.009023675695061684,0.0,0.012011929415166378,1.9915813027182594e-05,0.0
17,0.6000000238418579,0.0,0.0,0.012316153384745121,0.0,0.0,0.008520874194800854,0.0,0.011386824771761894,2.3878606953076087e-05,0.0
18,0.6333125233650208,0.0,0.0,0.011599885299801826,0.0,0.0,0.008021960034966469,0.0,0.010765759274363518,2.7719654099200852e-05,0.0
